"Filename: ""C:\path\to\file.csv""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*NOTE: This file was taken from http://www.bmsc.washington.edu/FIT/documentation/format,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wellset: ""Default""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step,Cycle,Dye,Temp.,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12
2,150, HEX,49.7,3.3979,2.0871,2.1085,1.6609,2.9145,3.6932,3.2549,1.4817,3.9668,3.3884,3.0014,0.6555,3.021,2.6717,2.0026,2.5595,1.6017,2.2064,1.5805,1.6553,3.3179,2.6654,2.7188,4.5534,0.1946,0.1144,0.146,0.0948,0.1626,0.1998,0.7438,0.126,0.9349,0.6875,0.2968,0.3956,2.392,1.8106,1.7687,2.6218,3.1743,2.885,3.2038,3.0024,3.6753,2.0595,3.1134,3.5276
2,151, HEX,50,3.2997,2.1025,2.2006,1.7689,2.969,3.8003,3.4192,1.5843,4.019,3.4869,3.1108,0.6892,3.0271,2.6817,2.0139,2.5584,1.6058,2.1976,1.5737,1.6551,3.3158,2.6522,2.7095,4.5537,0.2018,0.1186,0.1567,0.101,0.1741,0.2087,0.7862,0.1421,0.9909,0.7176,0.3178,0.4164,2.4016,1.8358,1.7966,2.6455,3.1884,2.8782,3.2147,3.0269,3.695,2.0671,3.1013,3.5525
2,152, HEX,50.2,3.557,2.2511,2.3887,1.8996,3.013,3.8968,3.548,1.6625,4.0406,3.5484,3.2048,0.7231,3.0229,2.6753,2.0063,2.5353,1.5957,2.1903,1.5548,1.6395,3.2868,2.6407,2.6949,4.5298,0.2118,0.1227,0.1609,0.1064,0.1805,0.216,0.8168,0.1495,1.0253,0.7411,0.3342,0.4404,2.4166,1.8444,1.7945,2.6623,3.1947,2.8853,3.2159,3.0402,3.7014,2.0696,3.1077,3.5726
2,153, HEX,50.3,3.6604,2.2859,2.4808,1.9722,3.0363,3.9815,3.6778,1.7544,4.0948,3.6221,3.3243,0.7662,3.0262,2.6596,2.0152,2.5407,1.6207,2.1988,1.5664,1.6481,3.2865,2.6428,2.701,4.5169,0.2201,0.1292,0.17,0.1133,0.1928,0.226,0.8515,0.1594,1.0749,0.7679,0.3513,0.4628,2.4401,1.8504,1.8049,2.6697,3.2115,2.9001,3.2074,3.0526,3.7078,2.0622,3.1028,3.5709
2,154, HEX,50.5,3.742,2.3459,2.564,2.0809,3.0686,4.0239,3.7636,1.8158,4.1139,3.7079,3.4307,0.8016,3.011,2.6788,2.028,2.5421,1.6116,2.1873,1.5639,1.646,3.2848,2.6392,2.698,4.5329,0.2315,0.1362,0.1793,0.1182,0.2002,0.2338,0.8855,0.1668,1.1145,0.7952,0.3731,0.4856,2.4595,1.8535,1.8142,2.68,3.2142,2.892,3.241,3.0644,3.6988,2.063,3.0954,3.5864
2,155, HEX,50.7,3.8376,2.4133,2.6574,2.1836,3.0702,4.099,3.8678,1.8965,4.1395,3.7805,3.5308,0.8399,3.008,2.6801,2.0294,2.5523,1.6017,2.1817,1.5589,1.6414,3.2819,2.6373,2.6771,4.5323,0.2441,0.1479,0.1921,0.1284,0.212,0.2419,0.9237,0.1783,1.1572,0.8215,0.3916,0.5084,2.4763,1.8592,1.8238,2.6926,3.2269,2.8939,3.2448,3.0803,3.7292,2.0673,3.0966,3.5866
2,156, HEX,50.9,3.9304,2.464,2.7493,2.279,3.1121,4.1828,3.9937,1.9772,4.1697,3.8366,3.6203,0.9185,3.0384,2.6956,2.0398,2.54,1.6062,2.1746,1.5391,1.6247,3.2548,2.5955,2.6586,4.5036,0.2523,0.1483,0.1919,0.1324,0.2208,0.2538,0.9586,0.1873,1.2049,0.8488,0.4143,0.5379,2.5126,1.875,1.8353,2.7023,3.2722,2.9255,3.2828,3.1018,3.7449,2.0706,3.0941,3.5836
2,157, HEX,51.1,4.0037,2.5142,2.8738,2.3553,3.1346,4.2455,4.0758,2.0483,4.184,3.8782,3.7034,0.9163,3.0011,2.6657,2.0308,2.5399,1.6121,2.1735,1.5528,1.6305,3.2548,2.6142,2.6754,4.4999,0.2626,0.155,0.2048,0.1416,0.2338,0.2643,0.9966,0.2032,1.2568,0.8742,0.4381,0.5651,2.536,1.8814,1.8493,2.7057,3.2511,2.9086,3.2771,3.0949,3.7501,2.0794,3.1069,3.6099
2,158, HEX,51.3,4.0758,2.5762,2.9716,2.4733,3.1596,4.3226,4.1828,2.1213,4.2117,3.9487,3.762,0.9608,2.9983,2.6648,2.0431,2.5352,1.6076,2.1724,1.5472,1.627,3.2423,2.6078,2.67,4.5058,0.2744,0.1639,0.2134,0.1482,0.2444,0.2731,1.0347,0.2151,1.3002,0.9059,0.4591,0.5946,2.5567,1.8884,1.8596,2.7186,3.2751,2.9193,3.2848,3.1089,3.7552,2.0773,3.1086,3.619
2,159, HEX,51.5,4.1683,2.6271,3.0624,2.5696,3.1757,4.3862,4.2484,2.181,4.2163,3.9793,3.8406,1.0033,3.0032,2.6749,2.0414,2.5224,1.601,2.159,1.5261,1.6135,3.2232,2.5933,2.6388,4.4884,0.2852,0.1712,0.2237,0.1526,0.2563,0.2828,1.0657,0.2291,1.3517,0.9358,0.4825,0.6225,2.5716,1.8867,1.8584,2.7162,3.2791,2.9141,3.2767,3.1116,3.7643,2.0782,3.1103,3.6226
2,160, HEX,51.7,4.2649,2.6993,3.1569,2.6891,3.1969,4.434,4.2939,2.2311,4.2124,3.9949,3.8928,1.0316,2.9839,2.6709,2.055,2.5411,1.6063,2.1657,1.5338,1.6287,3.2262,2.5848,2.6512,4.5038,0.301,0.183,0.2363,0.1646,0.272,0.2958,1.1072,0.2355,1.3986,0.9668,0.5071,0.6513,2.5944,1.9006,1.8723,2.7185,3.2927,2.9185,3.2972,3.1321,3.7845,2.0846,3.1163,3.6321
2,161, HEX,52,4.3335,2.744,3.2301,2.8558,3.2564,4.5342,4.3997,2.3084,4.2341,4.0337,3.9451,1.069,2.9764,2.7013,2.0833,2.5357,1.6087,2.1625,1.5205,1.6222,3.2003,2.5789,2.6395,4.4797,0.3095,0.1889,0.2456,0.1704,0.2845,0.3091,1.1486,0.2529,1.4534,1.0013,0.5356,0.6844,2.6208,1.9007,1.8821,2.7306,3.3086,2.9319,3.3011,3.1374,3.7843,2.0898,3.1141,3.6488
2,162, HEX,52.1,4.4161,2.8012,3.2881,2.8671,3.2317,4.569,4.4719,2.3736,4.2554,4.086,4.0476,1.1219,2.9997,2.6725,2.0593,2.5232,1.598,2.1486,1.5117,1.6071,3.1983,2.5771,2.6234,4.48,0.3255,0.1975,0.2579,0.1792,0.2978,0.3208,1.1941,0.2634,1.5065,1.0327,0.5629,0.7117,2.6456,1.9077,1.8885,2.7261,3.3218,2.9158,3.3119,3.1483,3.792,2.0949,3.1282,3.6463
2,163, HEX,52.4,4.49,2.7866,3.3665,2.9492,3.2381,4.624,4.5335,2.435,4.2479,4.1354,4.0324,1.1593,2.983,2.6764,2.0807,2.5372,1.6077,2.1533,1.5197,1.6194,3.1963,2.5712,2.6429,4.4989,0.3395,0.2089,0.2708,0.1868,0.3146,0.3377,1.236,0.2814,1.5698,1.0656,0.5907,0.7482,2.6691,1.9159,1.8996,2.7257,3.3263,2.9289,3.3419,3.1746,3.808,2.1004,3.1313,3.6396
2,164, HEX,52.6,4.5401,2.8397,3.4363,3.0251,3.2603,4.6706,4.5866,2.4804,4.2613,4.1759,4.1414,1.1926,2.9871,2.6764,2.087,2.5367,1.6127,2.1565,1.5146,1.6222,3.195,2.5562,2.6351,4.4951,0.3554,0.2218,0.2828,0.1978,0.3298,0.3533,1.285,0.2957,1.6376,1.1018,0.6274,0.7871,2.7032,1.9236,1.9095,2.7385,3.3222,2.9434,3.3532,3.1733,3.8222,2.107,3.1307,3.6429
2,165, HEX,52.7,4.5873,2.9636,3.5346,3.1117,3.2184,4.711,4.6325,2.5299,4.2902,4.2195,4.2053,1.234,2.9926,2.6781,2.0602,2.5136,1.6012,2.1473,1.5033,1.6209,3.1801,2.5621,2.6458,4.507,0.3659,0.2293,0.2958,0.2064,0.3482,0.3694,1.3308,0.3143,1.7022,1.1473,0.6605,0.8238,2.7255,1.9297,1.9215,2.7424,3.3616,2.9572,3.3516,3.1679,3.8206,2.1084,3.1332,3.664
2,166, HEX,53,4.5873,3.0112,3.5719,3.1737,3.2716,4.7917,4.7109,2.5736,4.2994,4.2133,4.2363,1.3052,3.0173,2.6859,2.0995,2.5224,1.6001,2.1466,1.4907,1.6056,3.1551,2.5308,2.6126,4.4619,0.3834,0.2445,0.3072,0.2157,0.362,0.3809,1.3573,0.3268,1.7549,1.1686,0.6886,0.8544,2.7477,1.9361,1.9321,2.7529,3.373,2.9601,3.3738,3.1949,3.8392,2.115,3.1306,3.6808
2,167, HEX,53.1,4.5873,2.96,3.6281,3.2218,3.272,4.8207,4.7628,2.5965,4.2938,4.2241,4.4064,1.3226,2.9939,2.675,2.0851,2.5198,1.6004,2.13,1.4862,1.6032,3.1675,2.5476,2.6266,4.4839,0.3989,0.252,0.3216,0.2231,0.3766,0.3943,1.4148,0.3431,1.8251,1.2047,0.7216,0.8887,2.7701,1.9367,1.9277,2.7388,3.3694,2.9669,3.3812,3.2072,3.8568,2.1131,3.1416,3.6929
2,168, HEX,53.3,4.5873,3.0167,3.6762,3.2825,3.2833,4.8623,4.8199,2.6377,4.2835,4.2505,4.2591,1.3272,2.9727,2.6702,2.099,2.5217,1.6072,2.1396,1.4937,1.6133,3.1503,2.5394,2.6198,4.4735,0.4113,0.2693,0.3371,0.2349,0.3956,0.4142,1.464,0.3611,1.8942,1.2387,0.7551,0.9213,2.7976,1.9373,1.9416,2.7479,3.392,2.9779,3.3935,3.217,3.8569,2.1225,3.1438,3.6928
2,169, HEX,53.5,4.5873,3.1194,3.768,3.3328,3.2781,4.8739,4.8213,2.646,4.2331,4.2564,4.3463,1.3562,2.9723,2.6643,2.0933,2.519,1.5994,2.1327,1.4854,1.6073,3.1313,2.5295,2.6061,4.4764,0.4298,0.2802,0.3537,0.2446,0.409,0.429,1.5056,0.3781,1.9687,1.2746,0.7921,0.9624,2.8184,1.9322,1.9472,2.753,3.4314,2.9967,3.4066,3.2192,3.858,2.108,3.1404,3.6953
2,170, HEX,53.7,4.5873,3.1376,3.8878,3.4314,3.3085,4.9497,4.845,2.6988,4.2965,4.2782,4.3986,1.3812,2.9712,2.6994,2.1209,2.5282,1.5962,2.1235,1.4684,1.6046,3.1114,2.5161,2.5941,4.4636,0.4451,0.295,0.3683,0.2586,0.4295,0.4496,1.566,0.3959,2.033,1.3105,0.8312,0.9907,2.8489,1.9509,1.9654,2.7694,3.442,2.9918,3.4151,3.232,3.855,2.1169,3.1443,3.7193
2,171, HEX,53.9,4.5873,3.1655,3.9537,3.5235,3.3058,5.0383,4.845,2.8137,4.4123,4.2936,4.4901,1.4339,2.9599,2.6405,2.0437,2.4988,1.6044,2.1248,1.4733,1.5997,3.0916,2.5008,2.5849,4.4407,0.4733,0.3107,0.388,0.2709,0.4535,0.4705,1.6105,0.4318,2.1509,1.3789,0.9028,1.0421,2.8258,1.9591,2.0055,2.8001,3.4443,3.0332,3.481,3.2868,3.8415,2.147,3.093,3.6922
2,172, HEX,54.2,4.5873,3.2605,3.9944,3.5607,3.4633,5.1983,4.845,2.8356,4.3559,4.3685,4.4946,1.4504,2.9965,2.6793,2.1194,2.515,1.5925,2.121,1.4648,1.6086,3.1025,2.5227,2.6174,4.4853,0.5022,0.3396,0.4266,0.2949,0.4948,0.5135,1.7292,0.4681,2.2902,1.4382,0.9691,1.1009,2.8881,1.968,2.0149,2.814,3.4803,3.0263,3.4714,3.2776,3.874,2.1363,3.1645,3.733
2,173, HEX,54.3,4.5873,3.1746,3.9651,3.565,3.3454,5.1067,4.845,2.8269,4.3588,4.3856,4.5544,1.497,2.9982,2.6809,2.1505,2.5266,1.6114,2.142,1.4772,1.6218,3.1018,2.5157,2.6142,4.4487,0.5232,0.3578,0.4475,0.3093,0.5168,0.5345,1.7942,0.4935,2.383,1.4839,1.0243,1.1534,2.9063,1.9702,2.0164,2.8166,3.4936,3.0303,3.4553,3.28,3.894,2.1392,3.171,3.7711
2,174, HEX,54.5,4.5873,3.194,4.0049,3.6179,3.3486,5.1387,4.845,2.8637,4.3717,4.4097,4.6731,1.5404,3.009,2.6889,2.1371,2.517,1.6089,2.1323,1.4719,1.6154,3.0854,2.5163,2.589,4.49,0.5454,0.381,0.4743,0.3239,0.5416,0.5581,1.8498,0.522,2.476,1.5305,1.0711,1.1895,2.9283,1.9849,2.035,2.8247,3.5048,3.0352,3.4725,3.2735,3.9023,2.1418,3.177,3.7921
2,175, HEX,54.7,4.5873,3.2899,4.0928,3.6449,3.3381,5.1277,4.845,2.8916,4.3815,4.4239,4.6192,1.5367,2.9704,2.6778,2.146,2.5078,1.6053,2.133,1.4663,1.6341,3.0934,2.5111,2.6086,4.4882,0.5567,0.3938,0.4905,0.3402,0.5673,0.5806,1.9107,0.5544,2.5604,1.5685,1.1222,1.2304,2.9537,2.007,2.0684,2.8508,3.5431,3.037,3.4952,3.2975,3.9252,2.1586,3.1174,3.8059
2,176, HEX,54.9,4.5873,3.3292,4.1193,3.7155,3.3817,5.2016,4.845,2.9272,4.3976,4.4341,4.6055,1.5657,2.9779,2.6685,2.1283,2.5006,1.5903,2.1196,1.4548,1.6238,3.0578,2.4871,2.5885,4.4627,0.584,0.4162,0.5161,0.3548,0.5978,0.6027,1.9669,0.5808,2.6316,1.6191,1.1782,1.2727,2.9732,2.0069,2.0637,2.8431,3.5405,3.0658,3.5151,3.3077,3.932,2.1597,3.131,3.82
2,177, HEX,55.1,4.5873,3.3345,4.1239,3.7141,3.347,5.1517,4.845,2.8849,4.3694,4.4294,4.6398,1.5825,2.9635,2.6667,2.1514,2.5203,1.5966,2.1322,1.4569,1.6292,3.0526,2.4944,2.5863,4.4555,0.6049,0.4298,0.5393,0.3715,0.6194,0.6259,2.0152,0.6135,2.7147,1.6603,1.2315,1.3108,2.9946,2.01,2.0861,2.8505,3.5543,3.0675,3.4966,3.3153,3.9408,2.1604,3.126,3.8344
2,178, HEX,55.3,4.5873,3.3606,4.1027,3.9037,3.486,5.3661,4.845,3.0024,4.4764,4.5041,4.7297,1.6298,2.9823,2.685,2.1835,2.5324,1.6044,2.1291,1.4555,1.6351,3.0454,2.4945,2.5201,4.4383,0.6473,0.4631,0.5668,0.3868,0.648,0.6525,2.0719,0.6407,2.8074,1.7125,1.3002,1.371,3.0246,2.0205,2.1189,2.8869,3.5866,3.0745,3.5231,3.3271,3.928,2.1577,3.1794,3.8497
2,179, HEX,55.5,4.5873,3.3771,4.1198,3.8006,3.3641,5.2061,4.845,2.9097,4.3479,4.4376,4.687,1.6255,2.9667,2.6588,2.1564,2.5132,1.6022,2.1202,1.4435,1.6276,3.0198,2.4818,2.5725,4.4254,0.65,0.4793,0.5882,0.4074,0.6828,0.6826,2.1407,0.6769,2.9073,1.7502,1.3524,1.406,3.0403,2.0359,2.1125,2.8783,3.6064,3.0915,3.6161,3.3964,3.9855,2.18,3.1305,3.8084
2,180, HEX,55.7,4.5873,3.4162,4.1894,3.8316,3.3771,5.2515,4.845,2.9096,4.3816,4.4639,4.6965,1.6512,2.949,2.6591,2.1644,2.5136,1.5926,2.1075,1.4556,1.6283,3.0252,2.478,2.5633,4.4287,0.6696,0.5008,0.616,0.4251,0.7097,0.7019,2.2062,0.7107,2.9767,1.7935,1.4043,1.4442,3.0482,2.0365,2.1198,2.8736,3.6107,3.1043,3.578,3.3754,3.9754,2.1804,3.1359,3.8445
2,181, HEX,55.9,4.5873,3.4285,4.2248,3.861,3.385,5.231,4.845,2.9242,4.3499,4.4334,4.6806,1.6481,2.9226,2.6334,2.1493,2.4949,1.5906,2.1002,1.4378,1.6269,3.0106,2.4734,2.5632,4.4329,0.6929,0.5177,0.638,0.4397,0.7371,0.7294,2.2537,0.7418,3.0494,1.8422,1.4623,1.4783,3.0659,2.0404,2.1345,2.8896,3.6309,3.106,3.5874,3.3962,3.9884,2.1886,3.1438,3.8575
2,182, HEX,56.1,4.5873,3.4418,4.2713,3.8815,3.3811,5.2587,4.845,2.956,4.3713,4.4399,4.6886,1.6594,2.9094,2.6283,2.1553,2.4946,1.5938,2.0993,1.4328,1.6193,3.0001,2.4715,2.5616,4.4245,0.7122,0.5412,0.6606,0.4591,0.7684,0.7531,2.3048,0.7745,3.1267,1.8875,1.5167,1.5214,3.0811,2.053,2.15,2.9004,3.6484,3.1158,3.6064,3.4037,4.001,2.1925,3.142,3.871
2,183, HEX,56.3,4.5873,3.446,4.3097,3.9079,3.3992,5.2882,4.845,2.9949,4.3805,4.4769,4.732,1.6871,2.9188,2.6277,2.1684,2.4897,1.5888,2.1025,1.4341,1.6245,2.9829,2.4534,2.5546,4.4232,0.7337,0.5634,0.6965,0.4812,0.7987,0.7814,2.3425,0.8034,3.1915,1.9369,1.5685,1.5588,3.0154,2.0645,2.1661,2.9241,3.673,3.1354,3.6418,3.4384,4.0175,2.209,3.1693,3.9007
2,184, HEX,56.5,4.5873,3.4848,4.3759,3.9918,3.4447,5.3227,4.845,3.0162,4.4,4.4718,4.7371,1.715,2.9129,2.6241,2.1864,2.4884,1.5853,2.097,1.4278,1.6218,2.9708,2.4464,2.5525,4.4106,0.76,0.5878,0.7148,0.4983,0.8342,0.8148,2.4236,0.8468,3.2848,1.9906,1.6365,1.6038,3.0993,2.0644,2.1706,2.929,3.7014,3.1665,3.6614,3.454,4.0274,2.2048,3.1497,3.8653
2,185, HEX,56.7,4.5873,3.4934,4.3732,3.956,3.4033,5.2919,4.845,3.0036,4.396,4.4672,4.7418,1.7293,2.8893,2.6186,2.164,2.484,1.5833,2.0957,1.4194,1.6273,2.9627,2.4529,2.5476,4.4141,0.7846,0.6198,0.7455,0.5219,0.8737,0.8458,2.4809,0.8853,3.3734,2.0387,1.7037,1.6543,3.1128,2.0652,2.187,2.9441,3.7099,3.1584,3.6525,3.4562,4.0435,2.2147,3.1695,3.9152
2,186, HEX,56.9,4.5873,3.496,4.3964,3.9829,3.4151,5.308,4.845,3.0056,4.3913,4.4706,4.7336,1.7381,2.8955,2.6066,2.1795,2.48,1.5771,2.0896,1.4228,1.6199,2.9475,2.4298,2.5349,4.3972,0.807,0.6406,0.7687,0.5416,0.9036,0.8751,2.5371,0.9248,3.4389,2.1062,1.7534,1.6926,3.1304,2.0699,2.1941,2.9614,3.7177,3.1615,3.6659,3.4634,4.0489,2.2239,3.1762,3.9219
2,187, HEX,57.1,4.5873,3.4998,4.4069,4.0142,3.4201,5.3277,4.845,3.0141,4.4352,4.5185,4.7751,1.7648,2.8673,2.5955,2.1876,2.472,1.5728,2.0878,1.4104,1.6205,2.9438,2.4271,2.5445,4.4048,0.8435,0.6752,0.8091,0.5725,0.953,0.9175,2.5849,0.9746,3.5291,2.1481,1.8355,1.7557,3.1399,2.0831,2.2084,2.9672,3.741,3.1718,3.6856,3.489,4.0581,2.2277,3.1918,3.9483
2,188, HEX,57.3,4.5873,3.5208,4.4384,4.0349,3.4343,5.3684,4.845,3.0267,4.4303,4.5117,4.7862,1.7825,2.8497,2.5882,2.1768,2.4708,1.5672,2.0929,1.4047,1.6159,2.9245,2.4202,2.5308,4.4009,0.8698,0.7053,0.836,0.5956,0.9911,0.9533,2.673,1.0204,3.6178,2.1979,1.8956,1.8029,3.1626,2.0831,2.2202,2.9784,3.7597,3.1882,3.7118,3.502,4.0802,2.2383,3.2016,3.9718
2,189, HEX,57.5,4.5873,3.5241,4.4542,4.0539,3.452,5.3699,4.845,3.0302,4.432,4.5004,4.8017,1.8044,2.8529,2.5891,2.2032,2.475,1.57,2.0899,1.4,1.623,2.9108,2.4083,2.5199,4.3824,0.8988,0.735,0.8734,0.6189,1.0302,0.9931,2.7294,1.0645,3.6839,2.2453,1.9521,1.8399,3.1804,2.0949,2.2409,2.9959,3.7637,3.198,3.7295,3.5315,4.1045,2.2566,3.2219,3.991
2,190, HEX,57.7,4.5873,3.5452,4.4859,4.0781,3.4697,5.4362,4.845,3.0918,4.4868,4.5694,4.855,1.8311,2.8363,2.5906,2.2047,2.4764,1.568,2.084,1.4034,1.6186,2.9061,2.397,2.5247,4.3819,0.9243,0.7646,0.9064,0.646,1.0739,1.033,2.8138,1.1155,3.7761,2.334,2.0403,1.9128,3.2145,2.1119,2.257,3.0209,3.8375,3.2385,3.7641,3.5381,4.1065,2.2541,3.2194,3.9949
2,191, HEX,57.9,4.5873,3.4888,4.4667,4.0868,3.4939,5.4655,4.845,3.0863,4.5033,4.5674,4.8681,1.8529,2.8446,2.58,2.2208,2.4813,1.5723,2.0868,1.4042,1.6157,2.8807,2.3893,2.5135,4.3641,0.9611,0.8022,0.9435,0.6775,1.1219,1.0827,2.887,1.1662,3.8375,2.3694,2.0861,1.946,3.2127,2.1044,2.2465,3.017,3.8127,3.2287,3.7714,3.5631,4.1397,2.2694,3.232,4.0201
2,192, HEX,58.1,4.5873,3.5887,4.4896,4.1162,3.5106,5.5099,4.845,3.1053,4.5289,4.5949,4.8861,1.869,2.8399,2.5707,2.2249,2.4726,1.5673,2.0803,1.4029,1.6214,2.9128,2.4005,2.5186,4.3652,0.9953,0.836,0.9792,0.7075,1.1585,1.1163,2.9331,1.2138,3.9003,2.4198,2.1461,1.9962,3.2357,2.1133,2.2661,3.0798,3.8615,3.2585,3.7992,3.5763,4.1418,2.2701,3.2369,3.9948
2,193, HEX,58.3,4.5873,3.5154,4.5186,4.1403,3.5231,5.5118,4.845,3.1173,4.5475,4.6211,4.8995,1.8952,2.8418,2.5703,2.2305,2.4778,1.5632,2.082,1.4023,1.6121,2.8681,2.3739,2.5022,4.3618,1.0338,0.8728,1.0231,0.7375,1.2112,1.1685,3.0299,1.2746,3.9992,2.4781,2.2097,2.0466,3.2615,2.1153,2.2755,3.0495,3.8673,3.2607,3.8115,3.5942,4.1545,2.2894,3.2664,4.038
2,194, HEX,58.5,4.5873,3.6023,4.5708,4.1697,3.5231,5.4889,4.845,3.0698,4.5244,4.7519,5.0022,1.92,2.8223,2.556,2.2116,2.4557,1.547,2.0642,1.4094,1.6192,2.859,2.3676,2.4938,4.3398,1.0656,0.9086,1.057,0.7643,1.2531,1.2034,3.0833,1.323,4.0736,2.5389,2.2727,2.1003,3.2637,2.1163,2.2932,3.0704,3.8964,3.2757,3.8354,3.6164,4.1826,2.3024,3.2881,4.0547
2,195, HEX,58.7,4.5873,3.5546,4.5518,4.1895,3.5623,5.5615,4.845,3.1171,4.5847,4.6547,4.8687,1.925,2.8215,2.5639,2.2404,2.4756,1.5537,2.0725,1.3929,1.613,2.8391,2.356,2.5,4.3505,1.1038,0.9521,1.1005,0.8066,1.3069,1.2592,3.1499,1.3818,4.1348,2.5959,2.3313,2.1503,3.2797,2.136,2.2962,3.0906,3.8934,3.2801,3.8522,3.6393,4.2069,2.3091,3.296,4.0913
2,196, HEX,58.9,4.5873,3.6601,4.634,4.217,3.5672,5.5618,4.845,3.076,4.5962,4.6742,4.9643,1.9538,2.8192,2.5516,2.2319,2.4657,1.5406,2.0656,1.3845,1.6105,2.8311,2.3519,2.4896,4.3329,1.1374,0.9902,1.1494,0.8437,1.3545,1.306,3.2159,1.4432,4.2045,2.6479,2.3879,2.1956,3.2977,2.1431,2.3106,3.1013,3.9262,3.2973,3.8715,3.6515,4.2272,2.3047,3.3182,4.1167
2,197, HEX,59.1,4.5873,3.6915,4.6521,4.2328,3.5923,5.5675,4.845,3.1012,4.6134,4.7031,5.0189,1.9835,2.8154,2.5489,2.2499,2.4685,1.588,2.082,1.3843,1.6187,2.8257,2.3431,2.4726,4.3222,1.176,1.0289,1.1884,0.8769,1.404,1.3544,3.2928,1.5068,4.2623,2.711,2.4441,2.2513,3.3092,2.1527,2.3382,3.124,3.9509,3.3139,3.8856,3.6634,4.2131,2.316,3.3022,4.1302
2,198, HEX,59.3,4.5873,3.6908,4.6718,4.2628,3.6127,5.5845,4.845,3.1193,4.6627,4.7476,5.0379,1.994,2.8182,2.5368,2.244,2.4609,1.5485,2.0874,1.3911,1.6244,2.8133,2.3336,2.4673,4.3199,1.2185,1.0772,1.23,0.9122,1.4502,1.4102,3.3639,1.5643,4.3291,2.7687,2.4913,2.2997,3.3766,2.1692,2.3625,3.1421,3.9686,3.3278,3.8961,3.6607,4.2253,2.32,3.2979,4.1225
2,199, HEX,59.5,4.5873,3.6985,4.6883,4.2715,3.6234,5.5953,4.845,3.1269,4.676,4.7504,5.0724,2.0209,2.8103,2.5392,2.2543,2.4629,1.5379,2.0588,1.3716,1.6225,2.7987,2.3246,2.4617,4.3171,1.2699,1.1307,1.2773,0.9552,1.5103,1.4648,3.4406,1.6316,4.3902,2.8283,2.5455,2.3388,3.3554,2.1691,2.3667,3.1586,3.987,3.3436,3.9392,3.702,4.2615,2.3301,3.312,4.1559
2,200, HEX,59.7,4.5873,3.7106,4.7015,4.2905,3.6423,5.6092,4.845,3.1366,4.6743,4.7274,5.0651,2.0387,2.794,2.5254,2.258,2.4614,1.5287,2.0553,1.3696,1.6246,2.7792,2.3116,2.4651,4.3173,1.3138,1.1768,1.3261,0.9967,1.5614,1.533,3.5268,1.7051,4.4511,2.8907,2.595,2.3971,3.3846,2.1671,2.3907,3.1742,3.9992,3.3593,3.9411,3.7194,4.2546,2.3428,3.3347,4.1682
2,201, HEX,59.9,4.5873,3.7504,4.7473,4.3162,3.6731,5.6647,4.845,3.1617,4.7198,4.8285,5.1365,2.0614,2.8044,2.5241,2.2631,2.4647,1.5233,2.053,1.3701,1.6289,2.7858,2.3201,2.4677,4.3133,1.3574,1.2434,1.3841,1.0368,1.6159,1.5846,3.5771,1.7657,4.5034,2.9402,2.6425,2.4511,3.4026,2.1764,2.4052,3.2054,4.0278,3.3722,3.9692,3.7169,4.2658,2.3618,3.356,4.185
2,202, HEX,60.1,4.5873,3.7552,4.7534,4.3453,3.6884,5.6773,4.845,3.1514,4.7502,4.825,5.1358,2.083,2.7932,2.516,2.2599,2.4467,1.5242,2.0466,1.3573,1.6317,2.7589,2.2934,2.4528,4.2989,1.405,1.2815,1.4205,1.0828,1.6626,1.6464,3.6434,1.8358,4.5512,2.9866,2.6874,2.4822,3.413,2.1869,2.4127,3.2249,4.0358,3.3828,3.9804,3.7521,4.2724,2.3634,3.3607,4.2024
2,203, HEX,60.3,4.5873,3.6897,4.7326,4.3507,3.7322,5.7315,4.845,3.1913,4.8013,4.8673,5.1804,2.0984,2.7916,2.5158,2.2721,2.4561,1.5267,2.0543,1.3543,1.6338,2.7789,2.3077,2.4521,4.281,1.4478,1.3316,1.4757,1.1267,1.7105,1.7035,3.702,1.9021,4.5951,3.0473,2.7251,2.5411,3.451,2.1933,2.436,3.247,4.0364,3.3977,4.0094,3.7753,4.3009,2.3798,3.389,4.1874
2,204, HEX,60.5,4.5873,3.7867,4.8159,4.3839,3.7477,5.7322,4.845,3.1933,4.8138,4.9132,5.2016,2.1228,2.7903,2.5111,2.2861,2.4565,1.5449,2.0669,1.358,1.6336,2.7347,2.2739,2.4323,4.2582,1.4953,1.3859,1.525,1.1689,1.7663,1.767,3.7683,1.977,4.6371,3.0986,2.7553,2.5922,3.4572,2.2042,2.456,3.2673,4.0778,3.423,4.0314,3.7951,4.2981,2.3718,3.4067,4.2205
