X	A1: Sample 1	X	A2: Sample 2	X	A3: Sample 3	X	A4: Sample 4	X	A5: Sample 5	X	A6: Sample 6	X	A7: Sample 7	X	A8: Sample 8	X	A9: Sample 9	X	A10: Sample 10	X	A11: Sample 11	X	A12: Sample 12	X	B1: Sample 25	X	B2: Sample 26	X	B3: Sample 27	X	B4: Sample 28	X	B5: Sample 29	X	B6: Sample 30	X	B7: Sample 31	X	B8: Sample 32	X	B9: Sample 33	X	B10: Sample 34	X	B11: Sample 35	X	B12: Sample 36	X	C1: Sample 49	X	C2: Sample 50	X	C3: Sample 51	X	C4: Sample 52	X	C5: Sample 53	X	C6: Sample 54	X	C7: Sample 55	X	C8: Sample 56	X	C9: Sample 57	X	C10: Sample 58	X	C11: Sample 59	X	C12: Sample 60	X	D1: Sample 73	X	D2: Sample 74	X	D3: Sample 75	X	D4: Sample 76	X	D5: Sample 77	X	D6: Sample 78	X	D7: Sample 79	X	D8: Sample 80	X	D9: Sample 81	X	D10: Sample 82	X	D11: Sample 83	X	D12: Sample 84
53.85	648.330446273561	53.85	534.794108072917	53.85	302.212161109561	53.85	164.275965614924	53.85	104.700578962054	53.85	66.4497193836031	53.85	36.9686550564236	53.85	24.7116739787753	53.85	17.4564967079768	53.85	17.2022380526104	53.85	14.6891775585356	53.85	11.6253739311582	53.85	667.745148189484	53.85	554.921613420759	53.85	307.673717680432	53.85	173.511783660404	53.85	108.891163175068	53.85	74.3563394697886	53.85	51.0748726981027	53.85	28.1018242003426	53.85	19.4107313004751	53.85	17.7016939435686	53.85	18.5556472293914	53.85	15.3516527206179	53.85	682.702927362351	53.85	577.02389671689	53.85	327.536010742188	53.85	176.828354124039	53.85	105.81789773608	53.85	65.6985933818514	53.85	38.8239482092479	53.85	26.6285124279204	53.85	24.8630054413326	53.85	17.5546222262912	53.85	15.5045312548441	53.85	16.209894513327	53.85	608.523511129712	53.85	562.287975492932	53.85	313.27643016028	53.85	169.702826605903	53.85	108.010064987909	53.85	65.3122008792938	53.85	40.8409754435221	53.85	25.1720806908986	53.85	19.3668880159893	53.85	22.1552197895353	53.85	20.9073021298363	53.85	15.3228366185748
54.18	644.637612368258	54.18	530.667186531308	54.18	300.452621280223	54.18	163.446714681494	54.18	104.738077824706	54.18	66.4414801127557	54.18	37.3165903014569	54.18	25.0608701759144	54.18	17.9070382730161	54.18	17.7030332769878	54.18	14.9388528387515	54.18	12.1774528489228	54.18	663.348622520149	54.18	550.954694280843	54.18	305.160342723187	54.18	171.977717665065	54.18	108.474976267049	54.18	74.3471198368723	54.18	51.2693980548667	54.18	28.6000949318041	54.18	19.8095294458114	54.18	18.2510419492018	54.18	18.7037782615856	54.18	15.7510510306882	54.18	679.731866088035	54.18	574.0226383292	54.18	325.227424635772	54.18	176.152513271079	54.18	105.704335864848	54.18	65.4898614286268	54.18	39.5704729395924	54.18	27.0756372781696	54.18	25.3601233144761	54.18	18.0525161166111	54.18	16.0026929634222	54.18	16.7581515421575	54.18	605.768996047737	54.18	557.529302929324	54.18	310.52120466522	54.18	168.778152607719	54.18	107.695990584315	54.18	65.3041026522784	54.18	41.0358434158013	54.18	25.4186504669095	54.18	19.6639365700558	54.18	22.9008674030339	54.18	21.6031971675449	54.18	15.7201800313856
54.48	641.206480964782	54.48	528.499397398934	54.48	298.362320188492	54.48	162.556857154483	54.48	104.700578962054	54.48	66.5001339382595	54.48	37.7241467672681	54.48	25.3156238132053	54.48	18.1607927594866	54.48	17.8561256045387	54.48	15.2928428044395	54.48	12.2292897057912	54.48	659.116666279142	54.48	547.326902359251	54.48	303.480457124256	54.48	171.293095179967	54.48	108.287060449994	54.48	73.7530420696925	54.48	51.5770866757348	54.48	29.155643402584	54.48	20.1129277547201	54.48	18.6043300325908	54.48	19.3079025026352	54.48	16.2546914721292	54.48	675.967068142361	54.48	571.264793759301	54.48	323.049902537512	54.48	174.816083151197	54.48	105.81789773608	54.48	65.8490438309927	54.48	40.1264311775329	54.48	27.6295858716208	54.48	25.6634242950924	54.48	18.6048992096432	54.48	16.4548086741614	54.48	17.360596429734	54.48	601.243663969494	54.48	553.261893136161	54.48	308.899507068452	54.48	167.995755634611	54.48	107.659221830822	54.48	65.5123937697638	54.48	41.4408426436167	54.48	25.9212493896484	54.48	20.2154371473524	54.48	23.2031019907149	54.48	21.9052647787427	54.48	16.1214207846021
54.78	637.870718381897	54.78	523.205885771854	54.78	296.248716483261	54.78	160.969478940639	54.78	104.081885946218	54.78	66.5927110779603	54.78	37.9712685988841	54.78	25.6647466386392	54.78	18.5609461576837	54.78	18.1556666658594	54.78	15.8442376758176	54.78	12.4290531581777	54.78	656.294414522629	54.78	543.563381509609	54.78	301.77583016894	54.78	170.263484190949	54.78	108.575647570521	54.78	74.3973888910415	54.78	51.5706915006975	54.78	29.5032578318738	54.78	20.6119408226131	54.78	18.9530045189476	54.78	19.7568068767436	54.78	16.6038147086175	54.78	672.541072535648	54.78	567.658090514569	54.78	321.397071644451	54.78	174.039893153286	54.78	105.403048473342	54.78	65.5400093963112	54.78	40.0212748953813	54.78	27.8763973380347	54.78	25.910343328619	54.78	18.8526268502015	54.78	16.6528017596288	54.78	17.658589996319	54.78	598.085671109733	54.78	549.512747985121	54.78	306.647865971792	54.78	166.820293126162	54.78	107.545637496125	54.78	65.5042707203193	54.78	41.8855496599892	54.78	26.2676029477294	54.78	20.7120142615662	54.78	23.6991542714468	54.78	22.3515752140809	54.78	16.7681911253294
55.11	632.958705910612	55.11	519.68995048661	55.11	294.43947782358	55.11	160.090181297266	55.11	103.816632895797	55.11	66.9372876406366	55.11	38.4197406310051	55.11	26.265366391334	55.11	18.9107057328795	55.11	18.8071396816111	55.11	16.2949096467812	55.11	12.8803369515947	55.11	651.950655141954	55.11	539.648970214481	55.11	299.465542090255	55.11	169.234128498481	55.11	107.857562802194	55.11	73.9860627363315	55.11	51.8655479501147	55.11	30.0514620348918	55.11	20.9102525623567	55.11	19.702664504653	55.11	20.1554612193544	55.11	17.0030067494925	55.11	666.331088829655	55.11	562.486585280808	55.11	318.837558889164	55.11	172.358607891148	55.11	105.138927093665	55.11	66.1836903650353	55.11	40.5672277199433	55.11	28.5234764850143	55.11	26.1571981107039	55.11	19.2502960802869	55.11	17.0007533067041	55.11	18.2566186142062	55.11	593.159510212621	55.11	547.176080538681	55.11	303.692631493305	55.11	165.444325041067	55.11	107.081337268318	55.11	65.4961496850205	55.11	42.4300969637212	55.11	26.7137364303093	55.11	21.2084697607047	55.11	24.4445180289952	55.11	22.8975469587815	55.11	17.0655068705639
55.41	628.99066103087	55.41	517.000129788619	55.41	292.160525275849	55.41	158.87699671073	55.41	103.766158198766	55.41	67.0380978025043	55.41	38.470094256563	55.41	26.6175844933595	55.41	19.3130610452052	55.41	18.7568541587567	55.41	16.4960804926737	55.41	13.0312782701889	55.41	648.246352358666	55.41	535.498204267915	55.41	296.889601219626	55.41	167.721764195388	55.41	107.706574568404	55.41	74.086588380238	55.41	52.4178396878099	55.41	30.4528169941731	55.41	21.1609749352994	55.41	19.9032012387065	55.41	20.4061502976421	55.41	17.7553524487432	55.41	664.50828516303	55.41	559.50672576246	55.41	316.973009778701	55.41	171.755078706143	55.41	104.837677054922	55.41	66.0332772207414	55.41	40.7675586324929	55.41	28.8237216305325	55.41	26.8573907596315	55.41	19.5002995913596	55.41	17.5007754627836	55.41	18.656762858759	55.41	590.834598933796	55.41	542.386880501488	55.41	302.535817784528	55.41	164.340032137212	55.41	106.379812833189	55.41	65.5962152573302	55.41	42.5300505449185	55.41	26.9633979144712	55.41	21.2583723950262	55.41	25.0431589532838	55.41	23.1968613673522	55.41	17.4647007040548
55.64	626.090902398959	55.64	513.346095880858	55.64	290.590591487416	55.64	158.118750290572	55.64	103.715683501736	55.64	66.9372876406366	55.64	38.8225696354683	55.64	27.0704341768302	55.64	19.8160055639606	55.64	19.5614376583615	55.64	16.7978390316026	55.64	13.3331609073774	55.64	644.592851165386	55.64	530.74004695636	55.64	294.717724282482	55.64	166.864747667679	55.64	107.152938937361	55.64	73.9358059679519	55.64	52.668887440336	55.64	31.0548509464883	55.64	21.6122749039177	55.64	20.3544073769333	55.64	20.4562875079423	55.64	17.9559769596144	55.64	661.115862493801	55.64	556.425844207166	55.64	314.402952981651	55.64	170.246249690057	55.64	104.435998229451	55.64	65.9329937197806	55.64	40.7675586324929	55.64	28.9238053635631	55.64	27.2074870840953	55.64	20.0503076183982	55.64	17.7007840225367	55.64	19.0068909644844	55.64	586.942877510538	55.64	539.362127681007	55.64	300.523924691607	55.64	163.637296987354	55.64	106.58024665649	55.64	65.2459736470989	55.64	42.8299112885104	55.64	27.3628550784156	55.64	22.0568084905971	55.64	25.4422529028096	55.64	23.9451481454756	55.64	17.7640953224763
55.94	623.164783996529	55.94	510.897454521507	55.94	288.377175142556	55.94	157.138832880098	55.94	103.097265963958	55.94	67.0297876379075	55.94	39.1701888045045	55.94	27.469563983668	55.94	20.0649909788723	55.94	19.8606945759925	55.94	17.1477632154921	55.94	13.5830467926816	55.94	642.280519787405	55.94	528.902811996405	55.94	292.358092769927	55.94	165.331885982242	55.94	107.139656064057	55.94	74.2784308370522	55.94	52.8129648568241	55.94	31.3018151932642	55.94	22.2112555153325	55.94	20.6025225382926	55.94	21.1054652393625	55.94	18.5054039000519	55.94	658.806373574439	55.94	551.609905711541	55.94	312.449277341329	55.94	169.219384335875	55.94	104.322647921315	55.94	66.1754861143393	55.94	41.3133512690591	55.94	29.7708140853555	55.94	27.6041757459015	55.94	20.54776869935	55.94	18.0485625271166	55.94	19.7047012156974	55.94	584.798164977687	55.94	535.010788552126	55.94	297.921847883352	55.94	162.261894039761	55.94	105.715305701469	55.94	65.4379980262954	55.94	42.7746299061764	55.94	27.9086509128626	55.94	22.2536585684734	55.94	25.8381435119546	55.94	24.0918177572401	55.94	18.0113588491307
56.26	618.434187895128	56.26	507.70054698153	56.26	286.655534314181	56.26	155.723622280588	56.26	103.551445607878	56.26	67.7353652418805	56.26	39.623315257182	56.26	27.8720494907881	56.26	20.3164313086882	56.26	20.2126556544022	56.26	17.4997696900761	56.26	13.7842759273894	56.26	638.272291821619	56.26	525.6635831164	56.26	290.641003664621	56.26	164.374171973782	56.26	106.485442718018	56.26	74.0271478806403	56.26	53.0639754361906	56.26	32.0542628339222	56.26	22.4118082470443	56.26	21.1038007129742	56.26	21.205728742969	56.26	19.0570551828631	56.26	655.110616555101	56.26	548.529406067931	56.26	310.988053179621	56.26	167.559869685137	56.26	103.569591971923	56.26	66.1253566323447	56.26	41.8141194933835	56.26	30.171093338408	56.26	28.4042954223224	56.26	21.047713739715	56.26	18.6985101459844	56.26	20.2048202747304	56.26	581.664933138093	56.26	531.381515743151	56.26	295.960515255051	56.26	161.20792803629	56.26	105.765410972171	56.26	65.888261493585	56.26	43.1743946692544	56.26	28.3579852717863	56.26	22.6029321933688	56.26	26.5364728601091	56.26	24.690372367264	56.26	18.7597526114301
56.58	615.483945007438	56.58	503.133522375108	56.58	284.579415946139	56.58	154.611670230569	56.58	102.996341189414	56.58	67.2817787746374	56.58	39.8247047917054	56.58	28.4757762382624	56.58	20.7187367443171	56.58	20.5646167328119	56.58	17.85177616466	56.58	14.0861226558626	56.58	634.720688840337	56.58	522.829263899219	56.58	288.923914559316	56.58	162.9627988642	56.58	106.082857339314	56.58	74.1779176544874	56.58	53.3149860155572	56.58	32.3050797229453	56.58	23.0636065166148	56.58	21.6552068564445	56.58	21.9075732682146	56.58	19.5084066451283	56.58	651.364209510971	56.58	545.246887396182	56.58	309.123735202058	56.58	167.056989025505	56.58	103.368783508429	56.58	66.075221097527	56.58	42.2147316517138	56.58	30.4212686281688	56.58	28.7543483482088	56.58	21.2976877731034	56.58	19.1984703184076	56.58	20.8049637508522	56.58	578.733865594397	56.58	528.054738827941	56.58	293.848322060555	56.58	160.304519957853	56.58	105.565001995011	56.58	66.1384065192296	56.58	43.4742152151512	56.58	28.6076158074563	56.58	23.2016850333535	56.58	27.0851582595373	56.58	25.2390471742516	56.58	19.2087888688097
56.87	612.43196626689	56.87	500.342541372257	56.87	282.300745901512	56.87	153.297541779007	56.87	102.592629985589	56.87	67.7353652418805	56.87	39.9757439161863	56.87	28.6267064119251	56.87	21.0204669559432	56.87	20.8160177192768	56.87	17.9020630200586	56.87	14.2370452634963	56.87	632.031637380687	56.87	517.66678675468	56.87	286.903821123094	56.87	161.75305740207	56.87	105.378320820937	56.87	73.8763841596163	56.87	53.3149860155572	56.87	32.9070390460363	56.87	23.4647119800383	56.87	22.0562290935486	56.87	21.8574407598085	56.87	19.9096074405177	56.87	650.301043216189	56.87	542.368406780711	56.87	306.453229592785	56.87	165.648920757407	56.87	102.866738138403	56.87	65.9749560807146	56.87	42.3148846912963	56.87	30.9716548709247	56.87	29.1044012740951	56.87	21.7476380067908	56.87	19.2984629581745	56.87	21.3050828098852	56.87	575.449071061113	56.87	525.736023304822	56.87	292.339595342135	56.87	158.196563739618	56.87	104.813471357072	56.87	65.7381756887629	56.87	43.6740975966902	56.87	28.8572463431263	56.87	23.2016850333535	56.87	27.5839653691351	56.87	25.4884446762272	56.87	19.3085757125868
57.13	608.541508505826	57.13	497.23623613349	57.13	281.050620506941	57.13	152.16672686462	57.13	101.419392681736	57.13	67.47500978015	57.13	40.3735182104456	57.13	29.2268101508273	57.13	21.6212441440142	57.13	21.4670010114224	57.13	18.4026488350002	57.13	14.5370884348274	57.13	628.351395946951	57.13	515.426540422038	57.13	284.949414352999	57.13	160.775413380794	57.13	105.365259551624	57.13	73.8169770815258	57.13	53.5593633316033	57.13	33.2038996653446	57.13	23.9631240534558	57.13	22.2539808115394	57.13	22.2557359127107	57.13	20.508867073721	57.13	646.221424532102	57.13	537.706254647992	57.13	303.745071191745	57.13	164.572471879648	57.13	101.850046092588	57.13	66.3677951281296	57.13	42.359711737342	57.13	31.4681015808983	57.13	29.5008056519584	57.13	22.3448027580991	57.13	19.6460003302011	57.13	21.802499191443	57.13	572.800725086763	57.13	521.538068991696	57.13	289.738855470687	57.13	157.825681415004	57.13	103.948844489805	57.13	65.6299808560827	57.13	44.0683965347282	57.13	29.5525448240735	57.13	24.0968279632886	57.13	28.4284116019692	57.13	26.1336410287943	57.13	20.1043707223948
57.45	604.879617005454	57.45	493.532319038175	57.45	278.063414105107	57.45	151.459215322106	57.45	101.368936549098	57.45	67.47500978015	57.45	40.7762473564545	57.45	29.7298524068852	57.45	21.9229369572501	57.45	21.7686438950561	57.45	18.6037713250844	57.45	14.8388962374504	57.45	625.662677785697	57.45	510.315298478557	57.45	282.3236135427	57.45	159.465018533868	57.45	104.006678099436	57.45	73.6662259950576	57.45	53.6597551186013	57.45	33.6553147126379	57.45	24.2137857871181	57.45	22.9055621213823	57.45	22.6066154362722	57.45	21.2610262718068	57.45	643.791638262271	57.45	536.342940474715	57.45	301.931385953768	57.45	162.812613778972	57.45	101.147291479456	57.45	65.4655097201134	57.45	42.610064815281	57.45	32.0684490667219	57.45	29.9008174171883	57.45	22.9446630520459	57.45	20.0459182882995	57.45	22.5025803013255	57.45	569.768975427615	57.45	518.211704418691	57.45	288.733170395389	57.45	156.270008153353	57.45	103.798559412959	57.45	65.079726378517	57.45	43.9185048426267	57.45	29.7023063966054	57.45	24.4460567839381	57.45	29.1765265022698	57.45	26.7321184240596	57.45	20.4535783607888
57.74	601.217677088498	57.74	489.929883102999	57.74	277.101424996901	57.74	150.296866285015	57.74	100.41024582068	57.74	67.6261845117284	57.74	40.7762473564545	57.74	29.7298524068852	57.74	22.4760374221461	57.74	22.3216581179118	57.74	19.207137282319	57.74	15.0904037483151	57.74	622.162255593084	57.74	506.570420953148	57.74	280.505764478495	57.74	157.852225807201	57.74	103.704776489681	57.74	73.4652245464334	57.74	53.7601469055993	57.74	34.3073529539926	57.74	24.8655017555853	57.74	23.256412897597	57.74	23.358497752018	57.74	21.5618899510411	57.74	641.159373838002	57.74	531.192577931334	57.74	299.765010109383	57.74	161.907538365301	57.74	100.64532044032	57.74	65.4655097201134	57.74	42.8103460672177	57.74	32.46867870658	57.74	30.3508283835446	57.74	23.1946061020389	57.74	20.8457557175144	57.74	23.2526666644072	57.74	566.029811059122	57.74	514.230118213932	57.74	286.420068093084	57.74	155.517251313058	57.74	102.997022864248	57.74	65.1297528139719	57.74	44.2682541415546	57.74	30.5010226792963	57.74	24.9948451468185	57.74	30.0742668034597	57.74	27.180979496545	57.74	21.0522191620251
58.06	598.674644428607	58.06	487.697394413114	58.06	274.823061593642	58.06	149.134517247924	58.06	99.4010989596244	58.06	67.2734394366634	58.06	41.2796587889657	58.06	30.4844188170086	58.06	22.7777302353821	58.06	22.5227548866858	58.06	19.4082582593851	58.06	15.0904037483151	58.06	619.169142367997	58.06	504.141312515493	58.06	279.091879183193	58.06	157.398622935517	58.06	102.698425686354	58.06	73.012977339102	58.06	53.8103427990983	58.06	34.608295310176	58.06	25.2665590164268	58.06	23.6072636738117	58.06	23.4587488283187	58.06	22.4644794757259	58.06	638.223392182077	58.06	528.465949584779	58.06	297.397124442241	58.06	161.354439413423	58.06	100.193545294683	58.06	65.5657623094323	58.06	43.2109115971275	58.06	32.8188788849467	58.06	30.8508415770637	58.06	23.9444307129632	58.06	21.2456736756128	58.06	24.1527687870871	58.06	563.553883784705	58.06	511.155713544249	58.06	283.604159565568	58.06	154.51359973429	58.06	101.894916161843	58.06	64.8296123574616	58.06	44.2182912528663	58.06	30.3512641328009	58.06	25.3440754804862	58.06	30.6228841952776	58.06	27.6797126766237	58.06	21.4014268004191
58.41	595.650938390755	58.41	483.730606720164	58.41	273.472767110237	58.41	148.257013241263	58.41	98.6320137253687	58.41	66.8116281253873	58.41	41.5765493565265	58.41	30.7824294028458	58.41	23.126837181652	58.41	23.2739796380244	58.41	19.8080465893776	58.41	15.7423699473874	58.41	616.353288821415	58.41	499.929611011278	58.41	276.886221573305	58.41	156.068883903675	58.41	101.729770669383	58.41	72.6522258702286	58.41	53.7534843517629	58.41	34.9550616654015	58.41	25.514056860167	58.41	24.2057230144883	58.41	23.9570348202806	58.41	23.0633482139399	58.41	634.500044537737	58.41	524.512941117239	58.41	295.345273965175	58.41	159.524516087805	58.41	98.9263561256816	58.41	65.0063127401165	58.41	43.2055564215671	58.41	33.3150381669042	58.41	31.0469992941737	58.41	24.2413562297644	58.41	21.7428769272253	58.41	24.6497706064491	58.41	559.391653240798	58.41	507.615178460776	58.41	281.256196554716	58.41	153.03932536947	58.41	101.030770251115	58.41	64.9716326082073	58.41	44.2128112316427	58.41	30.9464656401041	58.41	25.9894215612994	58.41	31.1177725419042	58.41	28.3744234299479	58.41	22.1469827619593
58.69	591.786031029248	58.69	480.483757280952	58.69	271.042797860639	58.69	146.791624872196	58.69	98.4302081558279	58.69	66.912400806714	58.69	41.4255476689336	58.69	31.0339193595861	58.69	23.6798706130329	58.69	23.4247831447902	58.69	20.1096929365086	58.69	15.9938447758203	58.69	612.751831856488	58.69	497.450214555707	58.69	275.169558069463	58.69	154.506686469823	58.69	100.824172033787	58.69	72.3507610627866	58.69	54.0546223877649	58.69	35.2559667254694	58.69	26.0153151722642	58.69	24.7068769412644	58.69	24.4582280806559	58.69	23.5145878032439	58.69	632.475513926757	58.69	521.130299990705	58.69	292.574687848556	58.69	158.61955284112	58.69	98.1232971577178	58.69	64.9561896320021	58.69	43.3056846369981	58.69	33.4651049250991	58.69	31.5469535461721	58.69	24.7911612803438	58.69	22.1927292507397	58.69	25.3997655233378	58.69	555.652952271037	58.69	504.339621545421	58.69	280.25063611507	58.69	152.487372099238	58.69	100.529871992735	58.69	64.0213146959041	58.69	44.5125574633629	58.69	31.3956886260302	58.69	26.2887260464432	58.69	31.9655326326063	58.69	29.0226956078046	58.69	22.6457887754252
58.98	588.429676849672	58.98	477.642733765027	58.98	269.675949234726	58.98	145.932603269457	58.98	97.4211863594466	58.98	66.3581601364017	58.98	41.4255476689336	58.98	31.2854093163264	58.98	23.7804209082406	58.98	23.8771936650878	58.98	20.5118865531858	58.98	16.1447299754462	58.98	609.606935106581	58.98	492.440784173999	58.98	272.998512826868	58.98	153.146058603916	58.98	100.220431541625	58.98	71.647355281401	58.98	53.4021566430939	58.98	35.3061170645371	58.98	26.2659428154821	58.98	25.1077997801191	58.98	24.9594213410313	58.98	24.2666537854172	58.98	628.98312600694	58.98	518.959327363986	58.98	290.458951697856	58.98	156.859912841585	58.98	97.019100153752	58.98	64.7055922453991	58.98	43.2055564215671	58.98	33.8652879897215	58.98	32.1468938075118	58.98	24.9910894269349	58.98	22.5925991593986	58.98	25.8997591089354	58.98	553.73308534205	58.98	500.408924200644	58.98	277.73672291331	58.98	151.08242434394	58.98	99.4279018756196	58.98	63.4211142276769	58.98	44.5125574633629	58.98	31.4955173009744	58.98	26.6379115867827	58.98	32.3644782016824	58.98	29.5712359318844	58.98	23.1445947888911
59.23	586.395560943116	59.23	474.59882149275	59.23	268.30907640352	59.23	144.517743447143	59.23	96.4626144426199	59.23	66.0054587774198	59.23	41.2745429556791	59.23	31.5368992730667	59.23	24.1826266275638	59.23	24.0279971718537	59.23	20.9643545610516	59.23	16.3459107458909	59.23	607.273593382079	59.23	490.163792368943	59.23	270.776951140166	59.23	152.793302783028	59.23	99.3651375538326	59.23	71.2454022048116	59.23	53.4523463157609	59.23	35.506718420808	59.23	26.6669518856891	59.23	25.5087226189738	59.23	25.1598986451814	59.23	24.8683065711558	59.23	627.717770169786	59.23	515.223240565746	59.23	289.249969985438	59.23	156.357156827054	59.23	96.4168059277792	59.23	64.0039050397354	59.23	43.4558784729753	59.23	34.1654215061114	59.23	32.396870933511	59.23	25.6408562815637	59.23	22.9424836275406	59.23	26.4497547761882	59.23	551.408990039038	59.23	498.54434215826	59.23	275.725602034019	59.23	149.777831728684	59.23	98.7266443138865	59.23	63.2210453878269	59.23	44.4126410442357	59.23	31.7450859626735	59.23	26.937213046265	59.23	32.8132927233083	59.23	29.9203064970876	59.23	23.5935197471612
59.61	583.017783844486	59.61	472.054435796159	59.61	266.251113305452	59.61	143.640920267968	59.61	95.6435389560099	59.61	65.5438618145911	59.61	41.4204143916512	59.61	31.7844531734046	59.61	24.6320555733039	59.61	24.5276347825666	59.61	21.3136323647576	59.61	16.9976405790156	59.61	604.104515179678	59.61	486.612066294919	59.61	268.976485052664	59.61	151.46429919842	59.61	98.3970277164653	59.61	70.2820656172553	59.61	52.9438821445167	59.61	35.3518862056614	59.61	26.7638842501162	59.61	25.9565441788646	59.61	25.7581398360053	59.61	25.4166696919532	59.61	624.856528810409	59.61	511.171390954151	59.61	286.594979476456	59.61	154.930236892038	59.61	95.4513485517348	59.61	63.1440290524319	59.61	42.9999709572491	59.61	33.9611226475372	59.61	32.4428432611137	59.61	25.9375363034387	59.61	23.2395055834689	59.61	26.7964302828764	59.61	548.107574349442	59.61	493.393451827757	59.61	274.082733116481	59.61	149.006701614777	59.61	97.61257696329	59.61	62.6130852114312	59.61	44.1074285306304	59.61	31.7910573739545	59.61	27.1333866993882	59.61	33.4574336131118	59.61	30.4650682262624	59.61	23.9397172325163
59.82	579.966939668525	59.82	468.807988692689	59.82	264.023921545849	59.82	142.478859297553	59.82	94.9877596905979	59.82	65.3423414265799	59.82	41.4707430587825	59.82	31.6838684460192	59.82	24.8834039435215	59.82	24.6784196024047	59.82	21.5649731717588	59.82	17.2490842457598	59.82	602.532285858116	59.82	483.424624380421	59.82	267.916327834572	59.82	150.003061589994	59.82	97.7430575724133	59.82	69.8801683995508	59.82	52.89369869114	59.82	35.7028981035084	59.82	27.0646037842704	59.82	26.156981514289	59.82	25.7581398360053	59.82	25.8177228547088	59.82	621.263359665427	59.82	508.243494423792	59.82	285.184687693618	59.82	154.125922107342	59.82	95.049868823575	59.82	63.2442567960037	59.82	42.7496799246825	59.82	33.911105584921	59.82	32.3928564513631	59.82	26.037488745934	59.82	23.7892576309828	59.82	27.3963506573343	59.82	544.824000929368	59.82	490.773311648079	59.82	272.474030940211	59.82	147.551756602385	59.82	96.9614929426115	59.82	62.1129811415737	59.82	43.807716416899	59.82	31.8908736785548	59.82	27.9314270397692	59.82	33.5072933608271	59.82	30.7642357884139	59.82	24.0893403423172
60.16	576.71269942689	60.16	466.170229244114	60.16	262.151051347584	60.16	141.619944141109	60.16	94.029306555917	60.16	64.3347515876704	60.16	41.3197570573885	60.16	31.482702016535	60.16	25.0844811270524	60.16	24.8794650204267	60.16	21.866580627517	60.16	17.349662922572	60.16	599.184866790582	60.16	479.78188894052	60.16	266.199877052354	60.16	149.196871127633	60.16	96.6866456590768	60.16	69.4782711818463	60.16	52.6427814242565	60.16	35.6527539788569	60.16	27.2650834737066	60.16	26.4075266709263	60.16	26.0588170161478	60.16	25.8678548782141	60.16	619.137817534077	60.16	505.467055839529	60.16	283.220308627633	60.16	152.617840961896	60.16	94.3472823245818	60.16	62.1417395155669	60.16	42.4993888921159	60.16	34.1611878727153	60.16	32.7427792460502	60.16	26.1874158970338	60.16	23.9891670539033	60.16	27.6463179842395	60.16	542.651796778191	60.16	487.195777184015	60.16	270.010697413259	60.16	147.050055181227	60.16	96.0599878020446	60.16	62.0129591174876	60.16	43.4580537968556	60.16	32.0405951101688	60.16	27.7319154420307	60.16	33.6568816798327	60.16	30.863958309131	60.16	24.4883363102153
60.47	576.407605328377	60.47	464.445573884758	60.47	260.834979089219	60.47	141.21574165505	60.47	93.5248521239932	60.47	64.3347515876704	60.47	41.0177850546004	60.47	31.9856196028888	60.47	25.1347508010959	60.47	25.2312967709301	60.47	22.067653273118	60.47	17.8525517687035	60.47	597.612589064436	60.47	477.555762081784	60.47	263.372807272305	60.47	148.541836082714	60.47	95.9823710501859	60.47	68.6744706958643	60.47	52.2914912000465	60.47	35.5023185796159	60.47	27.1648436289885	60.47	26.6580718275635	60.47	26.259269478005	60.47	26.2689080409696	60.47	617.518393742255	60.47	502.488673327138	60.47	280.701914885378	60.47	151.662721692999	60.47	93.1428491906753	60.47	61.8410562848513	60.47	42.2490978595493	60.47	33.911105584921	60.47	32.692789411013	60.47	26.4372954906289	60.47	24.0891225216853	60.47	27.7962965652107	60.47	539.368174953532	60.47	485.381815365551	60.47	268.100362066295	60.47	145.544938816605	60.47	95.0082408805762	60.47	61.0627650151022	60.47	43.2582487463212	60.47	31.9906869578686	60.47	27.632162668448	60.47	33.5072933608271	60.47	30.8140955361292	60.47	24.8374574039653
60.78	571.709622026391	60.78	460.431879956015	60.78	258.727572094536	60.78	139.783735751456	60.78	92.3531804647813	60.78	63.2689386092956	60.78	40.4591561899858	60.78	31.4788012976629	60.78	25.2824269326524	60.78	25.2784249744455	60.78	22.3162272357244	60.78	18.0011876408399	60.78	593.684468312477	60.78	473.904836761244	60.78	261.926791328522	60.78	146.60894086467	60.78	94.8136073596828	60.78	68.2138827960445	60.78	51.7832399079265	60.78	35.1970923580566	60.78	27.3118160069617	60.78	26.4543563810634	60.78	26.4564435701508	60.78	26.3659019125186	60.78	615.620208539834	60.78	499.650271806468	60.78	279.710247336142	60.78	150.337096162186	60.78	92.3284548363741	60.78	61.0817701396202	60.78	41.6932899230269	60.78	33.6568526834113	60.78	32.6387551205706	60.78	26.6339000162619	60.78	23.9861947868913	60.78	27.842839259579	60.78	535.967652320035	60.78	481.492718916491	60.78	266.408379537852	60.78	144.322954578894	60.78	94.3454659719211	60.78	60.4551475769731	60.78	42.9532140534011	60.78	31.437810718932	60.78	27.6786077275121	60.78	33.9019885043675	60.78	30.9598444179005	60.78	24.9839846048933
